review,polarity,division
best but google home better,0.75,positive
best buy alexa best,1,positive
best buy convert home smart home,0.6071,positive
best buy u try big size good good voice recognization best sound quality special featuresit smartand want long time next will buy echo dot generation,0.4307,positive
best class go,1,positive
best class nice responsive device build good speakers nice,0.77,positive
best companion smart home,0.6071,positive
best device,1,positive
best device recognition voice perfect,0.625,positive
best echo dot device compare previous gen devices voice clarity crisp loud recommend product,0.3146,positive
best entertainment,1,positive
best experience alexaawesome sound qualitybest integrationbutno battery storage facilitieswhen off internet thing not integrate anything like time bluetooth connectionalarm if may possible get better experiencebut work goodbuild qulity awesomecommanding goodtotaly good experience,0.55,positive
best fair price,0.85,positive
best friend alexa,1,positive
best friend alexagood clear voice keep talk response immediately,0.55,positive
best gadget,1,positive
best gadget india get colour tv,1,positive
best gadget make smart home,0.6071,positive
best good quality product,0.85,positive
best home usable device entertainment if think buy not im sure will get thrill enjoy buy also think but buy rs discount period wait buy go price rs belowcurrently rs but wait im sure will go down rs within month wait check regularly price product check daily atleast onceif think buy google home mini dont buy ive experience echo dot thousand time better google home mini dont recogine voice well cant perform ecommercial play game activities,0.3544,positive
best market,1,positive
best market family love play best kid fun operate,0.75,positive
best n best,1,positive
best one,1,positive
best part alexa hear low tone say alexa good go command never aspect type ai provide amazon happy purchase totally worth,0.6,positive
best part if connect home appliances kid enjoy lot,0.7,positive
best price quite soothe voice listen but sometimes irritate lack information available,0.7,positive
best product,1,positive
best product,1,positive
best product,1,positive
best product,1,positive
best product,1,positive
best product,1,positive
best product,1,positive
best product,1,positive
best product amazon,1,positive
best product amazon home use childrens study purpose usage right direction will limitless possibility device,0.6429,positive
best product awesome quality thank u amazonyou watch full review amazon echo dot generation smart speaker youtube channel techie akc bros detail visit youtube channel,0.6129,positive
best product get amazon live echo dot really worth get offer smart bulp also love amazon,0.4301,positive
best product get year totally worth get amaze price amazon sale music news control smart home devices indeed best smart speaker market,0.5548,positive
best product go easy routine kid will also enjoy,0.6111,positive
best product many time think bless amazon give service time,0.75,positive
best product tank u amazon first delivery,0.625,positive
best purchase ever,1,positive
best quality,1,positive
best quality product voice recognition superb,1,positive
best range better google home,0.75,positive
best reliable but feel shouldnt wire connect time operate,1,positive
best rs spend evergreat device,0.45,positive
best send,1,positive
best smart speaker,0.6071,positive
best smart speaker,0.6071,positive
best smart speaker acceptable quality soundcan use bluetooth speaker offlineoverall great productthanks amazon,0.6714,positive
best smart speaker buy get good price amazon great indian festival get around rs along smart lead buldpros good build quality superb amaze audio good audio songs collection help various smart task like control smart light homecons not portable like bluetooth speaker require power internetoverall satisfy product recommend if someone look smart speaker good sound quality,0.5595,positive
best smart speaker family really enjoy lot alexa thank amazon,0.4786,positive
best smart speaker go itreview use weeks,0.6071,positive
best smart speakerit good sound decent bass alexa rock,0.3885,positive
best smart speakers evermy months kid start say aexa aexain kid tone,0.6071,positive
best sound,0.7,positive
best sound base give five,0.2,positive
best soundbeautiful colour design power adapter easy use install alexa app phone best product amazon,0.8111,positive
best speaker but not wireless volume down,0.4222,positive
best speaker everloved,1,positive
best speaker tha ai intelligent love product thank u amazon beautiful product,0.7875,positive
best thing ever bring,1,positive
best thing home assistant,1,positive
best thing take daughters birthdayall t happy alexa,0.9,positive
best tym paas,1,positive
best voice recognition decent sound good quality small speaker,0.4033,positive
besttt product,0,neutral
better ai google home,0.5,positive
better best smart speaker good quality sound,0.5629,positive
better but improvements need,0.5,positive
better competitors,0.5,positive
better device connectivity though sound quality awesome,0.6333,positive
better get advance version,0.45,positive
better go google home cannnot makeaccept phone call alexa call can not place order prime connect samsung smart tv via smart things skill basic control like onoffvolume controltechnical customer care not good support issuefree wipro smart light isnt really smartonce power resume power cut need switch off via appalexaonly worthy use echo unlimited music amazon music,0.2524,positive
